sample_idx,start,end,value,type
25688,233.0,251.0,01722 418 972 2713,PHONE_NUMBER
25688,327.0,338.0,787.74.2308,US_SOCIAL_SECURITY_NUMBER
25688,355.0,372.0,0013 871.133 3740,PHONE_NUMBER
10175,61.0,76.0,CSR@hotmail.com,EMAIL_ADDRESS
10175,248.0,263.0,CSR@hotmail.com,EMAIL_ADDRESS
10175,150.0,176.0,nazma.baraket@tutanota.com,EMAIL_ADDRESS
10175,250.0,263.0,B@hotmail.com,EMAIL_ADDRESS
10175,333.0,346.0,B@hotmail.com,EMAIL_ADDRESS
10175,329.0,346.0,YL@protonmail.com,EMAIL_ADDRESS
17093,322.0,336.0,HY1974@aol.com,EMAIL_ADDRESS
17093,398.0,419.0,1995DN@protonmail.com,EMAIL_ADDRESS
24931,46.0,62.0,"March 17th, 1986",DATE_OF_BIRTH
24931,176.0,194.0,Warminster Codford,LOCATION
24931,217.0,220.0,ENG,LOCATION
24931,247.0,251.0,BA12,LOCATION
24931,423.0,436.0,05ann-cathrin,PERSON_NAME
15609,445.0,456.0,Heir Ulrico,PERSON_NAME
20232,81.0,91.0,01/25/1992,DATE_OF_BIRTH
20232,106.0,119.0,9426606885705,US_SOCIAL_SECURITY_NUMBER
20232,137.0,176.0,bd97:574e:f8fc:ea24:b9ca:f102:624a:2e2d,LOCATION
20232,219.0,233.0,"May 30th, 1993",DATE_OF_BIRTH
20232,248.0,258.0,1225916482,US_SOCIAL_SECURITY_NUMBER
20232,276.0,313.0,1d7e:d0b8:35e4:30fe:d88:c2b7:45f:7c84,LOCATION
20232,388.0,393.0,33.57,LOCATION
20232,395.0,404.0,-112.2152,LOCATION
16095,139.0,152.0,United States,LOCATION
16095,211.0,214.0,989,LOCATION
16095,250.0,267.0,West 104th Avenue,LOCATION
16095,299.0,305.0,Denver,LOCATION
16095,336.0,338.0,CO,LOCATION
16095,373.0,383.0,80234-3602,LOCATION
27104,12.0,20.0,R4849110,US_SOCIAL_SECURITY_NUMBER
27104,74.0,82.0,67899002,US_SOCIAL_SECURITY_NUMBER
27104,136.0,144.0,X2484748,US_SOCIAL_SECURITY_NUMBER
27104,198.0,206.0,91471595,US_SOCIAL_SECURITY_NUMBER
27104,260.0,270.0,2462121239,US_SOCIAL_SECURITY_NUMBER
27104,326.0,336.0,04/22/2038,DATE_OF_BIRTH
13957,101.0,122.0,25dusalimbe@gmail.com,EMAIL_ADDRESS
13957,144.0,156.0,722 972 5214,PHONE_NUMBER
13957,179.0,188.0,VU28757ZP,LOCATION
13957,213.0,228.0,DUANP7542529963,LOCATION
13957,247.0,254.0,Duanpen,PERSON_NAME
13957,272.0,281.0,Salimbene,PERSON_NAME
13957,301.0,309.0,Wakudkar,PERSON_NAME
16492,39.0,50.0,276-80-6111,PHONE_NUMBER
16492,52.0,71.0,1996-10-27T00:00:00,DATE_OF_BIRTH
16492,141.0,160.0,1996-10-27T00:00:00,DATE_OF_BIRTH
16492,303.0,322.0,1996-10-27T00:00:00,DATE_OF_BIRTH
16492,73.0,82.0,8 o'clock,LOCATION
16492,182.0,191.0,8 o'clock,LOCATION
16492,345.0,354.0,8 o'clock,LOCATION
16492,14.0,17.0,461,LOCATION
16492,93.0,96.0,461,LOCATION
16492,216.0,219.0,461,LOCATION
16492,379.0,382.0,461,LOCATION
16492,120.0,131.0,036-45-4551,PHONE_NUMBER
16492,269.0,280.0,224-64-6753,US_SOCIAL_SECURITY_NUMBER
16492,434.0,445.0,034-60-0589,US_SOCIAL_SECURITY_NUMBER
25037,122.0,141.0,1974-01-08T00:00:00,DATE_OF_BIRTH
25037,219.0,234.0,Green Moor Lane,STREET_ADDRESS
25037,249.0,269.0,Preston Knowle Green,LOCATION
25037,285.0,288.0,ENG,LOCATION
25037,310.0,313.0,PR3,LOCATION
25037,373.0,412.0,22e2:6883:abd6:d42b:4a99:8413:da5e:4ade,LOCATION
24113,196.0,206.0,20/04/1949,DATE_OF_BIRTH
24113,230.0,239.0,02RX16796,LOCATION
24113,257.0,265.0,Shenouda,PERSON_NAME
24113,308.0,327.0,1958-09-28T00:00:00,DATE_OF_BIRTH
24113,351.0,360.0,17IZ92546,LOCATION
24113,378.0,383.0,Negic,PERSON_NAME
24113,426.0,437.0,November/68,DATE_OF_BIRTH
217,25.0,34.0,Awre Road,STREET_ADDRESS
217,36.0,42.0,Lydney,LOCATION
217,44.0,47.0,ENG,LOCATION
217,114.0,117.0,ENG,LOCATION
217,232.0,235.0,ENG,LOCATION
217,314.0,317.0,ENG,LOCATION
217,49.0,57.0,GL15 4AA,STREET_ADDRESS
217,87.0,101.0,Markfield Lane,STREET_ADDRESS
217,87.0,96.0,Markfield,LOCATION
217,103.0,112.0,Markfield,LOCATION
217,119.0,127.0,LE67 9PQ,STREET_ADDRESS
217,129.0,137.0,LE67 9PQ,STREET_ADDRESS
217,129.0,137.0,LE67 9PS,STREET_ADDRESS
217,192.0,205.0,Hincombe Hill,STREET_ADDRESS
217,207.0,230.0,Shepton Mallet Batcombe,LOCATION
217,237.0,240.0,BA4,STREET_ADDRESS
217,282.0,298.0,Buckingham Grove,STREET_ADDRESS
217,300.0,312.0,Kingswinford,LOCATION
217,319.0,326.0,DY6 9EA,STREET_ADDRESS
217,328.0,335.0,DY6 9EA,STREET_ADDRESS
217,337.0,344.0,DY6 9EA,STREET_ADDRESS
217,328.0,335.0,DY6 9EB,STREET_ADDRESS
217,337.0,344.0,DY6 9EB,STREET_ADDRESS
217,337.0,344.0,DY6 9ED,STREET_ADDRESS
217,387.0,401.0,Route d'Assens,STREET_ADDRESS
217,395.0,401.0,Assens,LOCATION
217,403.0,409.0,Assens,LOCATION
217,411.0,413.0,VD,LOCATION
217,415.0,419.0,1042,STREET_ADDRESS
29684,0.0,24.0,81recacapafons@gmail.com,EMAIL_ADDRESS
29684,42.0,66.0,39bazzoli@protonmail.com,EMAIL_ADDRESS
29684,84.0,99.0,EM7@hotmail.com,EMAIL_ADDRESS
29684,117.0,146.0,nertila.akjifi@protonmail.com,EMAIL_ADDRESS
29684,164.0,193.0,alzbeta.raffy1987@outlook.com,EMAIL_ADDRESS
29684,211.0,233.0,erda sa@protonmail.com,EMAIL_ADDRESS
29684,251.0,271.0,evuzne02@outlook.com,EMAIL_ADDRESS
29684,289.0,301.0,SE@yahoo.com,EMAIL_ADDRESS
29684,350.0,358.0,10:24 AM,DATE_OF_BIRTH
29684,362.0,370.0,Brooklyn,LOCATION
4405,0.0,12.0,314.783.7276,PHONE_NUMBER
4405,183.0,206.0,militao1986@outlook.com,EMAIL_ADDRESS
4405,208.0,218.0,7117112345,PHONE_NUMBER
4405,440.0,450.0,30/06/2026,DATE_OF_BIRTH
24514,10.0,29.0,2006-01-02T00:00:00,DATE_OF_BIRTH
24514,54.0,62.0,L0771777,US_SOCIAL_SECURITY_NUMBER
24514,275.0,292.0,12th January 2002,DATE_OF_BIRTH
24514,317.0,326.0,407478304,US_SOCIAL_SECURITY_NUMBER
279,99.0,118.0,1994hiraiwa@aol.com,EMAIL_ADDRESS
279,120.0,143.0,mhoulaih@protonmail.com,EMAIL_ADDRESS
279,145.0,164.0,nëntrimku@gmail.com,EMAIL_ADDRESS
279,99.0,110.0,1994hiraiwa,PERSON_NAME
279,180.0,191.0,1994hiraiwa,PERSON_NAME
279,193.0,205.0,mhoulaih1967,PERSON_NAME
279,207.0,224.0,gulfidan.scarca35,PERSON_NAME
279,249.0,259.0,LxIJww%P0h,CREDIT_CARD_NUMBER
279,261.0,265.0,L1f^,CREDIT_CARD_NUMBER
279,267.0,275.0,1HI?KstD,CREDIT_CARD_NUMBER
2201,163.0,174.0,HAC@aol.com,EMAIL_ADDRESS
2201,180.0,192.0,034.847.6320,PHONE_NUMBER
2201,198.0,207.0,CV49210JA,CREDIT_CARD_NUMBER
2201,213.0,232.0,HANS-.511185.HA.567,CREDIT_CARD_NUMBER
2201,238.0,252.0,+7-90.058.9534,PHONE_NUMBER
2201,275.0,290.0,Black Moss Road,STREET_ADDRESS
2201,296.0,306.0,Altrincham,LOCATION
6128,436.0,440.0,Tt^5,PERSON_NAME
21841,201.0,206.0,Leili,PERSON_NAME
21841,245.0,249.0,Zaho,PERSON_NAME
21841,287.0,291.0,Loum,PERSON_NAME
21841,395.0,405.0,12/10/2015,DATE_OF_BIRTH
6880,74.0,82.0,Mrs. Mrs,PERSON_NAME
6880,303.0,313.0,19/06/2004,DATE_OF_BIRTH
28080,152.0,162.0,06/04/2001,DATE_OF_BIRTH
28080,185.0,194.0,385547401,US_SOCIAL_SECURITY_NUMBER
28080,388.0,402.0,"June 2nd, 1967",DATE_OF_BIRTH
28080,425.0,434.0,370823072,US_SOCIAL_SECURITY_NUMBER
20800,28.0,39.0,777-20-6681,PHONE_NUMBER
20800,61.0,73.0,254127784533,US_SOCIAL_SECURITY_NUMBER
20800,226.0,237.0,148 35 3861,PHONE_NUMBER
20800,259.0,272.0,5347095633623,US_SOCIAL_SECURITY_NUMBER
20800,431.0,447.0,756.0012.9177.72,PHONE_NUMBER
12543,68.0,89.0,John Hibbard Crescent,STREET_ADDRESS
12543,113.0,122.0,Sheffield,LOCATION
12543,147.0,150.0,ENG,LOCATION
12543,178.0,185.0,S13 9UW,STREET_ADDRESS
4341,358.0,369.0,devillers46,PERSON_NAME
4341,377.0,386.0,V68042821,US_SOCIAL_SECURITY_NUMBER
4341,420.0,433.0,"3:10 AM, DT11",DATE_OF_BIRTH
26679,51.0,61.0,gcxzqe0278,PERSON_NAME
26679,160.0,171.0,December/02,DATE_OF_BIRTH
26679,196.0,223.0,uugdvprxunkokl368@gmail.com,EMAIL_ADDRESS
26679,336.0,351.0,+1-229-275.8309,PHONE_NUMBER
28211,285.0,301.0,V@protonmail.com,EMAIL_ADDRESS
28211,331.0,342.0,666-54-2785,US_SOCIAL_SECURITY_NUMBER
28211,424.0,434.0,Vaikunthan,PERSON_NAME
28211,186.0,204.0,"956, United States",LOCATION
26169,7.0,20.0,Camí de Pinet,STREET_ADDRESS
26169,52.0,56.0,Barx,LOCATION
26169,87.0,107.0,Comunidad Valenciana,LOCATION
26169,144.0,149.0,46758,LOCATION
26169,336.0,346.0,24/03/1961,DATE_OF_BIRTH
26169,442.0,451.0,672954703,US_SOCIAL_SECURITY_NUMBER
3318,92.0,93.0,F,PERSON_NAME
3318,109.0,126.0,9th November 2000,DATE_OF_BIRTH
3318,137.0,153.0,vhwnnrhoiywtia42,PERSON_NAME
3318,171.0,189.0,PRIYA.061090.9.983,PERSON_NAME
3318,207.0,216.0,813159308,PERSON_NAME
3318,228.0,241.0,7728 433.1353,PHONE_NUMBER
3318,251.0,265.0,United Kingdom,LOCATION
3318,275.0,288.0,"842, Low Road",STREET_ADDRESS
3318,295.0,307.0,Diss Wortham,LOCATION
3318,316.0,319.0,ENG,LOCATION
3318,330.0,338.0,IP22 1SH,LOCATION
3318,340.0,348.0,IP22 1SH,LOCATION
3318,340.0,348.0,IP22 1SQ,LOCATION
3318,361.0,374.0,93.135.138.84,LOCATION
20948,48.0,66.0,20th December 1949,DATE_OF_BIRTH
20948,70.0,78.0,Shyamala,PERSON_NAME
20948,141.0,148.0,June/63,DATE_OF_BIRTH
20948,152.0,166.0,"Emela, Luziana",PERSON_NAME
20948,238.0,246.0,March/69,DATE_OF_BIRTH
20948,250.0,263.0,"Nuela, Saniha",PERSON_NAME
20948,309.0,325.0,"March 10th, 2038",DATE_OF_BIRTH
20948,349.0,363.0,"March 10th, 2038",DATE_OF_BIRTH
20948,346.0,363.0,"January 1st, 2038",DATE_OF_BIRTH
16581,261.0,280.0,1934-08-03T00:00:00,DATE_OF_BIRTH
16581,306.0,317.0,48562423464,US_SOCIAL_SECURITY_NUMBER
16581,373.0,376.0,285,LOCATION
16581,396.0,409.0,Frebis Avenue,STREET_ADDRESS
16581,427.0,450.0,Columbus Vassor Village,LOCATION
4688,102.0,109.0,Alirami,PERSON_NAME
4688,179.0,185.0,Gluten,LOCATION
4688,211.0,221.0,01/09/2022,DATE_OF_BIRTH
4688,248.0,258.0,01/09/2022,DATE_OF_BIRTH
4688,7.0,17.0,01/09/2023,DATE_OF_BIRTH
4688,248.0,258.0,01/09/2023,DATE_OF_BIRTH
4688,47.0,65.0,BOGOS 309259 9 304,LOCATION
4688,288.0,306.0,ALIRA.812318.9.840,LOCATION
14127,0.0,11.0,43.057.4835,PHONE_NUMBER
14127,93.0,108.0,+32.75 271.3408,PHONE_NUMBER
14127,245.0,255.0,4050611901,PHONE_NUMBER
14127,336.0,347.0,089-3945989,PHONE_NUMBER
3378,63.0,73.0,10/05/2041,DATE_OF_BIRTH
3378,134.0,143.0,226981873,US_SOCIAL_SECURITY_NUMBER
3378,154.0,174.0,somruthai.charypar30,PERSON_NAME
3378,189.0,202.0,+6195690 9911,PHONE_NUMBER
3378,264.0,273.0,625555064,US_SOCIAL_SECURITY_NUMBER
3378,284.0,303.0,yecgazwsglfsbk64517,PERSON_NAME
3378,318.0,332.0,+4.06 320.3967,PHONE_NUMBER
25183,41.0,90.0,"619 Street, 100th Street, Hornick, IA, 51026-8542",STREET_ADDRESS
25183,121.0,131.0,Office 661,LOCATION
25183,456.0,458.0,KY,LOCATION
25183,200.0,208.0,01:27:53,DATE_OF_BIRTH
25183,485.0,492.0,1:47 AM,DATE_OF_BIRTH
14608,29.0,66.0,"103, Filkins Road, Lechlade, ENG, GL7",LOCATION
1092,74.0,82.0,DT11 8LN,LOCATION
1092,340.0,358.0,27th February 2058,DATE_OF_BIRTH
430,351.0,360.0,HQ42675VN,PERSON_NAME
9811,17.0,29.0,385.004.4336,PHONE_NUMBER
9811,196.0,206.0,3774850693,PHONE_NUMBER
9811,360.0,372.0,645 816 3961,PHONE_NUMBER
23497,78.0,84.0,Nasire,PERSON_NAME
23497,103.0,108.0,Eloïc,PERSON_NAME
23497,126.0,131.0,Meine,PERSON_NAME
23497,148.0,150.0,US,LOCATION
23497,177.0,179.0,US,LOCATION
23497,354.0,356.0,US,LOCATION
23497,307.0,311.0,Nera,PERSON_NAME
23497,329.0,337.0,Grigalat,PERSON_NAME
23497,211.0,224.0,1889.323.4482,PHONE_NUMBER
10836,0.0,4.0,91XG,LOCATION
10836,33.0,47.0,Prestwick Lane,STREET_ADDRESS
10836,51.0,60.0,Haslemere,LOCATION
10836,64.0,67.0,ENG,LOCATION
10836,71.0,78.0,GU8 4XP,LOCATION
10836,82.0,95.0,Townhouse 351,STREET_ADDRESS
10836,99.0,105.0,Edioha,LOCATION
10836,109.0,116.0,Odaniel,PERSON_NAME
10836,122.0,134.0,584-953-8806,PHONE_NUMBER
10836,140.0,152.0,096-203-0622,PHONE_NUMBER
10836,158.0,170.0,836.486.6143,PHONE_NUMBER
10836,176.0,188.0,731-249-6111,PHONE_NUMBER
10836,194.0,203.0,204913931,US_SOCIAL_SECURITY_NUMBER
10836,209.0,218.0,795240460,US_SOCIAL_SECURITY_NUMBER
10836,224.0,234.0,9657363244,PHONE_NUMBER
10836,240.0,249.0,044310544,PHONE_NUMBER
10836,255.0,271.0,756-4163-7447-58,PHONE_NUMBER
10836,277.0,297.0,2 71 01 97779 386 15,CREDIT_CARD_NUMBER
10836,318.0,326.0,12:44 PM,DATE_OF_BIRTH
10836,349.0,364.0,29th March 2001,DATE_OF_BIRTH
5621,226.0,240.0,+9.00 703-7503,PHONE_NUMBER
5621,470.0,486.0,+824-22.779 6718,PHONE_NUMBER
20758,13.0,22.0,713654283,CREDIT_CARD_NUMBER
20758,111.0,115.0,Agil,PERSON_NAME
26079,104.0,111.0,June/19,DATE_OF_BIRTH
26079,188.0,207.0,1995-03-17T00:00:00,DATE_OF_BIRTH
26079,220.0,228.0,eljarieh,PERSON_NAME
26079,238.0,254.0,72FE@outlook.com,EMAIL_ADDRESS
26079,281.0,292.0,074-68-3930,US_SOCIAL_SECURITY_NUMBER
26079,313.0,326.0,S058538135785,LOCATION
13094,288.0,307.0,VEER9 412232 VA 453,LOCATION
5405,353.0,367.0,26th July 1969,DATE_OF_BIRTH
5405,265.0,273.0,Mödinger,PERSON_NAME
7579,64.0,89.0,ebrima.pitfield@yahoo.com,EMAIL_ADDRESS
7579,117.0,132.0,EbrPit13E992WTF,US_SOCIAL_SECURITY_NUMBER
7579,192.0,222.0,14mia.bader-lisser@outlook.com,EMAIL_ADDRESS
7579,250.0,262.0,108030351723,US_SOCIAL_SECURITY_NUMBER
7579,319.0,335.0,HSR@tutanota.com,EMAIL_ADDRESS
7579,363.0,375.0,227-148-6661,US_SOCIAL_SECURITY_NUMBER
2960,150.0,160.0,26/01/1981,DATE_OF_BIRTH
2960,249.0,261.0,131-641-0861,US_SOCIAL_SECURITY_NUMBER
2960,284.0,293.0,461169907,LOCATION
2960,343.0,355.0,631 925 1245,US_SOCIAL_SECURITY_NUMBER
2960,378.0,387.0,689252604,LOCATION
9226,174.0,183.0,464482683,PHONE_NUMBER
14985,46.0,55.0,929683748,US_SOCIAL_SECURITY_NUMBER
14985,166.0,176.0,7494251353,US_SOCIAL_SECURITY_NUMBER
14985,89.0,95.0,Nawell,PERSON_NAME
14985,210.0,214.0,Irís,PERSON_NAME
14985,352.0,367.0,"July 30th, 2028",DATE_OF_BIRTH
3268,191.0,201.0,The Coombe,LOCATION
3268,203.0,210.0,Bristol,LOCATION
3268,217.0,221.0,BS40,LOCATION
3268,408.0,422.0,Dean Farm Lane,LOCATION
3268,424.0,449.0,Leighton Buzzard Soulbury,LOCATION
3268,456.0,459.0,LU7,LOCATION
25160,9.0,21.0,018-415-5432,PHONE_NUMBER
25160,36.0,45.0,fukpve829,PERSON_NAME
25160,55.0,78.0,perveepicek@outlook.com,EMAIL_ADDRESS
25160,95.0,106.0,045-5246193,PHONE_NUMBER
25160,122.0,144.0,plgccqwszxamcuzs659274,PERSON_NAME
25160,154.0,176.0,plgccqwszxamcuzs659274,PERSON_NAME
25160,154.0,188.0,plgccqwszxamcuzs659274@outlook.com,EMAIL_ADDRESS
25160,205.0,220.0,+87 03.980 7163,PHONE_NUMBER
25160,235.0,254.0,49fauziah.ismanovic,PERSON_NAME
25160,264.0,275.0,32I@aol.com,EMAIL_ADDRESS
25160,292.0,306.0,+08-63257-6083,PHONE_NUMBER
25160,341.0,343.0,LA,LOCATION
25160,352.0,362.0,04/12/2065,DATE_OF_BIRTH
16178,114.0,133.0,1939-09-11T00:00:00,DATE_OF_BIRTH
16178,417.0,427.0,06/05/1985,DATE_OF_BIRTH
13756,193.0,203.0,03/11/1959,DATE_OF_BIRTH
13756,216.0,248.0,maria-luiza.riquelme98@gmail.com,EMAIL_ADDRESS
13756,272.0,291.0,MARIA-561039-ME-687,LOCATION
13756,307.0,316.0,267145913,LOCATION
13756,364.0,372.0,Riquelme,PERSON_NAME
13756,422.0,431.0,1954-08-2,DATE_OF_BIRTH
9971,395.0,406.0,08581 01280,PHONE_NUMBER
8886,367.0,378.0,[Your Name],PERSON_NAME
8886,379.0,394.0,[Your Position],PERSON_NAME
8886,395.0,414.0,[Your Organization],LOCATION
26419,128.0,143.0,+55 81-362-1828,PHONE_NUMBER
26419,349.0,365.0,+442 64-420 5508,PHONE_NUMBER
22791,152.0,157.0,95018,LOCATION
7375,360.0,373.0,15th May 2061,DATE_OF_BIRTH
7375,399.0,413.0,"[53.4, -2.383]",LOCATION
7375,457.0,464.0,Gianola,PERSON_NAME
2958,11.0,23.0,886 552 1826,PHONE_NUMBER
15243,36.0,82.0,"357, Beulah Church Road, Louisville, KY, 40228",LOCATION
15243,102.0,112.0,Studio 675,LOCATION
15243,125.0,139.0,127.149.30.178,LOCATION
15243,151.0,161.0,Gatopoulos,PERSON_NAME
15243,204.0,217.0,065.9162-6855,PHONE_NUMBER
15243,228.0,270.0,"255, East 370 Road, Talala, OK, 74080-3053",LOCATION
15243,290.0,303.0,Townhouse 790,LOCATION
15243,316.0,351.0,28f2:1a55:754f:1726:dab7:211b:c8e:4,LOCATION
17836,37.0,39.0,CA,LOCATION
17836,71.0,76.0,94043,LOCATION
17836,180.0,188.0,Forouzan,PERSON_NAME
17836,223.0,229.0,Namiye,PERSON_NAME
17836,262.0,267.0,Rugel,PERSON_NAME
6892,137.0,149.0,280.409.8930,PHONE_NUMBER
6892,151.0,166.0,UMMA90510329882,US_SOCIAL_SECURITY_NUMBER
6892,172.0,181.0,657065740,US_SOCIAL_SECURITY_NUMBER
6892,279.0,283.0,Umma,PERSON_NAME
12220,422.0,448.0,Duke Nouadjeu Doppelreiter,PERSON_NAME
15759,232.0,242.0,07/10/1955,DATE_OF_BIRTH
15759,293.0,319.0,rakparmak1955@tutanota.com,EMAIL_ADDRESS
22046,174.0,180.0,Newton,LOCATION
24137,198.0,215.0,Màrcia Anja-Maria,PERSON_NAME
24137,224.0,232.0,Mayoress,PERSON_NAME
24137,241.0,250.0,821887638,PHONE_NUMBER
24137,259.0,268.0,457051860,PHONE_NUMBER
24137,357.0,371.0,15th June 1978,DATE_OF_BIRTH
19451,12.0,17.0,Smith,PERSON_NAME
19451,54.0,56.0,FR,LOCATION
19451,103.0,121.0,115 Rue des Forges,STREET_ADDRESS
19451,145.0,169.0,La Chapelle-Saint-Mesmin,LOCATION
19451,194.0,213.0,Centre-Val de Loire,LOCATION
19451,241.0,246.0,45380,LOCATION
19451,282.0,290.0,John Doe,PERSON_NAME
19451,317.0,327.0,11/20/2021,DATE_OF_BIRTH
19451,399.0,402.0,291,LOCATION
19451,426.0,446.0,New York East Harlem,LOCATION
22307,170.0,176.0,Hatida,PERSON_NAME
22307,88.0,94.0,1:22am,DATE_OF_BIRTH
22307,446.0,459.0,"[32.7, -97.2]",LOCATION
9728,415.0,429.0,AK@hotmail.com,EMAIL_ADDRESS
9728,467.0,479.0,402-913-1219,US_SOCIAL_SECURITY_NUMBER
9728,375.0,385.0,1955-09-29,DATE_OF_BIRTH
16221,287.0,306.0,elena-bianca.palman,PERSON_NAME
16221,311.0,317.0,4:03pm,DATE_OF_BIRTH
16007,34.0,45.0,bjyohp09763,PERSON_NAME
16007,58.0,73.0,NewPassword123!,PERSON_NAME
16007,152.0,169.0,00595 82.137-9465,PHONE_NUMBER
16007,315.0,317.0,GA,LOCATION
16007,324.0,331.0,June/01,DATE_OF_BIRTH
10018,115.0,124.0,MV77803RJ,PERSON_NAME
10018,139.0,158.0,torbjørn.jebnouni20,PERSON_NAME
10018,181.0,196.0,TORBJ3061789054,US_SOCIAL_SECURITY_NUMBER
10018,245.0,254.0,GX79641CZ,PERSON_NAME
10018,269.0,283.0,96sidallapalma,PERSON_NAME
10018,306.0,324.0,SILVI-704235-9-681,US_SOCIAL_SECURITY_NUMBER
15516,205.0,225.0,guy-michel.balkausky,PERSON_NAME
15516,229.0,238.0,649222469,PHONE_NUMBER
15516,242.0,251.0,906758711,PHONE_NUMBER
15516,255.0,264.0,251979385,PHONE_NUMBER
15516,268.0,284.0,010-728 898 8584,PHONE_NUMBER
538,76.0,86.0,29/07/1965,DATE_OF_BIRTH
538,97.0,110.0,Great Britain,LOCATION
26778,64.0,81.0,"Khatibi, Fradsham",PERSON_NAME
26778,96.0,103.0,khatibi,PERSON_NAME
26778,142.0,153.0,67931026522,PHONE_NUMBER
26778,160.0,169.0,273156645,PHONE_NUMBER
26778,253.0,267.0,00 34.05 48-82,PHONE_NUMBER
24277,299.0,309.0,1939-03-19,DATE_OF_BIRTH
24277,320.0,334.0,+1-02.599-3000,PHONE_NUMBER
8310,58.0,68.0,2443212944,PHONE_NUMBER
8310,71.0,80.0,Küçükkaya,PERSON_NAME
8310,166.0,178.0,199-727-8369,PHONE_NUMBER
8310,181.0,188.0,Puister,PERSON_NAME
8310,265.0,277.0,668.645.2244,PHONE_NUMBER
8310,280.0,296.0,"Faghih, Mikovcic",PERSON_NAME
26946,58.0,67.0,290414633,US_SOCIAL_SECURITY_NUMBER
26946,98.0,110.0,hargrove1945,PERSON_NAME
26946,306.0,318.0,E81PQ5158642,US_SOCIAL_SECURITY_NUMBER
26946,468.0,475.0,E86RN42,US_SOCIAL_SECURITY_NUMBER
12063,235.0,246.0,K@gmail.com,EMAIL_ADDRESS
12063,269.0,281.0,277-065-2803,PHONE_NUMBER
12063,304.0,322.0,CHIDU-405300-9-924,US_SOCIAL_SECURITY_NUMBER
12063,345.0,359.0,United Kingdom,LOCATION
2266,53.0,62.0,Jayashree,PERSON_NAME
2266,74.0,93.0,1987-05-24T00:00:00,DATE_OF_BIRTH
3383,10.0,15.0,Gohar,PERSON_NAME
3383,38.0,51.0,089-2656 4392,PHONE_NUMBER
3383,73.0,77.0,Kara,PERSON_NAME
3383,276.0,280.0,Kara,PERSON_NAME
3383,100.0,117.0,01654.94 972.3329,PHONE_NUMBER
3383,139.0,145.0,Harbin,PERSON_NAME
3383,168.0,183.0,+0 870-796 3631,PHONE_NUMBER
3383,205.0,215.0,Albino Tya,PERSON_NAME
3383,238.0,253.0,+61 95-616.7783,PHONE_NUMBER
1457,102.0,114.0,605-044-0665,US_SOCIAL_SECURITY_NUMBER
1457,138.0,157.0,LOES9 354264 LN 988,LOCATION
1457,173.0,182.0,039864291,LOCATION
1457,200.0,213.0,200.92.208.63,LOCATION
1457,342.0,361.0,1998-08-27T00:00:00,DATE_OF_BIRTH
1457,255.0,271.0,van de Woestijne,PERSON_NAME
1457,286.0,291.0,Mezil,PERSON_NAME
3482,4.0,14.0,Office 758,LOCATION
3482,391.0,402.0,[Your Name],PERSON_NAME
17333,162.0,167.0,Billy,PERSON_NAME
9687,161.0,176.0,+84.34-865.4681,PHONE_NUMBER
9687,315.0,328.0,+8175910-6594,PHONE_NUMBER
27859,287.0,297.0,06/11/1939,DATE_OF_BIRTH
27859,328.0,339.0,863-83-2554,US_SOCIAL_SECURITY_NUMBER
14926,307.0,312.0,Zgjim,PERSON_NAME
14926,336.0,351.0,16th March 1935,DATE_OF_BIRTH
14926,383.0,392.0,318178313,US_SOCIAL_SECURITY_NUMBER
14926,287.0,289.0,US,LOCATION
18326,19.0,30.0,Cass Street,STREET_ADDRESS
18326,48.0,67.0,2028-01-05T00:00:00,DATE_OF_BIRTH
18326,120.0,130.0,2624346824,US_SOCIAL_SECURITY_NUMBER
18326,143.0,152.0,237185359,US_SOCIAL_SECURITY_NUMBER
18326,166.0,179.0,081.7429-6103,PHONE_NUMBER
18326,192.0,208.0,85amevi.barberio,PERSON_NAME
18326,218.0,238.0,AAB67@protonmail.com,EMAIL_ADDRESS
22834,76.0,91.0,"June 15th, 1983",DATE_OF_BIRTH
22834,93.0,102.0,333518645,US_SOCIAL_SECURITY_NUMBER
22834,106.0,112.0,May/46,DATE_OF_BIRTH
22834,114.0,123.0,449035914,US_SOCIAL_SECURITY_NUMBER
22834,127.0,146.0,1992-10-29T00:00:00,DATE_OF_BIRTH
22834,148.0,157.0,301026221,US_SOCIAL_SECURITY_NUMBER
22834,161.0,180.0,17th September 1992,DATE_OF_BIRTH
22834,182.0,191.0,964132603,US_SOCIAL_SECURITY_NUMBER
22834,195.0,210.0,27th April 1937,DATE_OF_BIRTH
22834,212.0,221.0,655180784,US_SOCIAL_SECURITY_NUMBER
22834,154.0,156.0,22,LOCATION
22834,287.0,289.0,22,LOCATION
22834,293.0,303.0,12/19/2016,DATE_OF_BIRTH
22834,309.0,328.0,"[36.86, -119.63974]",LOCATION
2406,209.0,212.0,702,LOCATION
2406,242.0,258.0,Boltslaw Incline,LOCATION
2406,286.0,304.0,Consett Blanchland,LOCATION
2406,333.0,336.0,ENG,LOCATION
18510,323.0,332.0,04khaoula,PERSON_NAME
18510,402.0,418.0,srinivasan.kespy,EMAIL_ADDRESS
10826,126.0,130.0,Vesa,PERSON_NAME
10826,170.0,177.0,Roberto,PERSON_NAME
10826,45.0,49.0,DE24,LOCATION
10826,374.0,387.0,Great Britain,LOCATION
